symbol,name,exchange,quarter_end_date,sector,mkt_cap,industry,state,eps,previous_eps,eps_change,eps_binary,eps_change_binary,total_revenue,profit_margin,ebitda,operating_margin,current_ratio,debt_ratio,debt_equity,interest_cov,gross_margin,roa,roe,federal_funds_rate,fed_rate_change
LCI,Lannett Company Inc,NYSE,2022-09-30,LIFE SCIENCES,26661600,PHARMACEUTICAL PREPARATIONS,PA,-0.42,-0.44,-0.020000000000000018,0,0,63112000,-44.39568,-18.62562,46.49702,240.285,281.055,3054325.581,-86.7,-44.966,-5.996,-65160.465,3.08,1.5
LCNB,LCNB Corporation,"NASDAQ",2022-09-30,FINANCE,211266000,"NATIONAL COMMERCIAL BANKS",OH,0.49,0.49,0,1,1,19327000,28.86635,42.45356,88.97652,790.875,1.498,14.603,394,127.872,0.293,2.855,3.08,1.5
LCTX,Lineage Cell Therapeutics Inc,NYSE MKT,2022-09-30,LIFE SCIENCES,254964000,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",CA,-0.04,-0.04,0,0,1,2998000,-202.43496,-170.31354,86.52167,301.284,2.104,3.495,-1367.4,-45.526,-4.628,-7.687,3.08,1.5
LCUT,Lifetime Brands Inc,"NASDAQ",2022-09-30,MANUFACTURING,194078000,"CUTLERY, HANDTOOLS & GENERAL HARDWARE",NY,0.16,-0.14,-0.30000000000000004,1,0,182009000,-3.49323,2.56361,-119.37716,311.669,4.3,13.773,165.7,-1066.892,-0.84,-2.691,3.08,1.5
LEA,Lear Corporation,NYSE,2022-09-30,MANUFACTURING,8189091000,MOTOR VEHICLE PARTS & ACCESSORIES,MI,2.33,1.79,-0.54,1,0,5205800000,1.77302,3.34243,214.30119,133.429,-0.048,-0.149,797.6,175.948,0.69,2.145,3.08,1.5
LEG,Leggett & Platt Incorporated,NYSE,2022-09-30,MANUFACTURING,4681294000,HOUSEHOLD FURNITURE,MO,0.52,0.7,0.17999999999999994,1,1,1307500000,5.4608,9.98088,158.96359,207.358,45.154,149.584,553.7,322.829,1.38,4.57,3.08,1.5
LEGH,Legacy Housing Corp,"NASDAQ",2022-09-30,MANUFACTURING,434427000,MOBILE HOMES,TX,0.58,0.56,-0.019999999999999907,1,0,57325000,25.70432,36.95944,114.43502,227.554,0.723,0.835,19161.4,115.969,3.524,4.068,3.08,1.5
LEN,Lennar Corporation,NYSE,2022-08-31,REAL ESTATE & CONSTRUCTION,25142897000,GENERAL BLDG CONTRACTORS - RESIDENTIAL BLDGS,FL,5.03,4.49,-0.54,1,0,353000,415678.18697,520488.95184,29.67123,1773.718,15.739,24.207,43537900000,14.755,4.152,6.386,2.33,1.5
LESL,Leslies Inc,"NASDAQ",2022-09-30,TRADE & SERVICES,2534938000,"RETAIL-RETAIL STORES, NEC",AZ,0.35,0.68,0.33000000000000007,1,1,475591000,12.18148,19.12841,143.39421,155.875,71.902,435983.607,867.1,374.89,5.221,31657.923,3.08,1.5
LEU,Centrus Energy,NYSE MKT,2022-09-30,ENERGY & TRANSPORTATION,542624000,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),MD,-0.42,2.51,2.9299999999999997,0,1,33100000,-18.429,-20.24169,209.83607,127.896,15.48,5981.25,-12800,-37.705,-0.987,-381.25,3.08,1.5
LFMD,LifeMD Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,82084000,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,NY,-0.26,-0.45,-0.19,0,0,31412469,-23.18084,-20.66761,93.62822,52.029,4.22,45.669,-5155.7,-366.614,-21.827,-236.192,3.08,1.5
LFST,Lifestance Health Group Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,2146880000,SERVICES-HEALTH SERVICES,AZ,-0.11,-0.19,-0.08,0,0,217560000,-17.39888,-9.254,102.60481,224.978,11.138,14.398,-927.2,-312.863,-1.912,-2.472,3.08,1.5
LFUS,Littelfuse Inc,"NASDAQ",2022-09-30,MANUFACTURING,6125278000,SWITCHGEAR & SWITCHBOARD APPARATUS,IL,4.28,4.26,-0.020000000000000462,1,0,632290000,11.93566,18.96978,161.48566,318.913,26.094,47.198,1451,340.304,1.998,3.613,3.08,1.5
LFVN,Lifevantage Corporation,"NASDAQ",2022-09-30,LIFE SCIENCES,47979200,PHARMACEUTICAL PREPARATIONS,UT,0.06,0.01,-0.049999999999999996,1,0,51374000,1.18737,3.57379,211.47541,188.515,22.247,47.159,129000000,6857.705,0.902,1.913,3.08,1.5
LGIH,LGI Homes,"NASDAQ",2022-09-30,REAL ESTATE & CONSTRUCTION,2319248000,OPERATIVE BUILDERS,TX,3.85,5.2,1.35,1,1,547074000,16.52244,19.94337,104.63215,1463.48,39.125,75.787,9457700000,104.632,2.904,5.625,3.08,1.5
LGND,Ligand Pharmaceuticals Incorporated,"NASDAQ",2022-09-30,LIFE SCIENCES,1227489000,PHARMACEUTICAL PREPARATIONS,CA,1.31,1.03,-0.28,1,0,65756000,0.61439,0.01967,157.42574,162.992,7.291,9.384,191.6,5529.703,0.038,0.049,3.08,1.5
LGVN,Longeveron LLC,"NASDAQ",2022-09-30,LIFE SCIENCES,79029000,PHARMACEUTICAL PREPARATIONS,FL,-0.25,-0.27,-0.020000000000000018,0,0,265000,-1978.86792,-1919.62264,98.91304,625.491,1.825,2.263,-518700000,-1.754,-17.185,-21.304,3.08,1.5
LH,Laboratory Corporation of America Holdings,NYSE,2022-09-30,LIFE SCIENCES,21420820000,SERVICES-MEDICAL LABORATORIES,NC,4.68,4.95,0.27000000000000046,1,1,3606100000,9.78342,15.03009,133.04989,173.326,0.022,0.044,1013.8,300.368,1.779,3.496,3.08,1.5
LHCG,LHC Group,"NASDAQ",2022-09-30,LIFE SCIENCES,5018967000,SERVICES-HOME HEALTH CARE SERVICES,LA,1.06,0.98,-0.08000000000000007,1,0,567860000,3.04811,6.88339,219.71807,145.33,25.325,46.113,420.1,1323.826,0.594,1.082,3.08,1.5
LHDX,Lucira Health Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,14765900,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,CA,-3.15,-0.54,2.61,0,1,34400000,-368.78488,-362.5436,99.55069,145.988,15.545,48.298,-13307.9,78.475,-67.057,-208.35,3.08,1.5
LHX,L3Harris Technologies Inc,NYSE,2022-09-30,MANUFACTURING,43792691000,"SEARCH, DETECTION, NAVAGATION, GUIDANCE, AERONAUTICAL SYS",FL,3.26,3.23,-0.029999999999999805,1,0,4176000000,-7.18391,-0.43103,691.33333,109.875,0.006,0.011,-2962.9,160,-0.899,-1.636,3.08,1.5
LII,Lennox International Inc,NYSE,2022-09-30,TECHNOLOGY,9429911000,AIR-COND & WARM AIR HEATG EQUIP & COMM & INDL REFRIG EQUIP,TX,4.1,5,0.9000000000000004,1,1,1244900000,11.39851,16.34669,130.93728,171.096,14.959,43644.444,1769.5,235.518,5.404,15766.667,3.08,1.5
LILA,Liberty Latin America Ltd,"NASDAQ",2022-09-30,TECHNOLOGY,1714754000,CABLE & OTHER PAY TELEVISION SERVICES,CO,0.38,-2.1,-2.48,1,0,1192800000,7.05064,37.79175,181.80737,132.55,52.06,417.957,102.5,712.128,0.558,4.482,3.08,1.5
LILAK,Liberty Latin America Ltd Class C,"NASDAQ",2022-09-30,TECHNOLOGY,1692617000,CABLE & OTHER PAY TELEVISION SERVICES,CO,0.38,-2.1,-2.48,1,0,1192800000,7.05064,42.47988,181.80737,132.55,52.06,417.957,102.5,712.128,0.558,4.482,3.08,1.5
LINC,Lincoln Educational Services,"NASDAQ",2022-09-30,TRADE & SERVICES,207222000,SERVICES-EDUCATIONAL SERVICES,NJ,0.1,-0.0017,-0.1017,1,0,91777000,3.86153,7.0181,137.69752,185.443,35.125,81.096,13555.6,137.133,1.217,2.809,3.08,1.5
LIND,Lindblad Expeditions Holdings Inc,"NASDAQ",2022-09-30,ENERGY & TRANSPORTATION,484116000,TRANSPORTATION SERVICES,NY,-0.18,-0.59,-0.41,0,0,135716000,-6.4296,3.34891,-66.55971,61.62,68.853,11175260,829.7,-551.685,-1.075,-174520,3.08,1.5
LINK,Interlink Electronics Inc,"NASDAQ",2022-09-30,TECHNOLOGY,59060000,"COMPUTER PERIPHERAL EQUIPMENT, NEC",CA,-0.0142,0.0018,0.016,0,1,1851000,0.32415,4.21394,-3166.66667,1362.592,1.516,1.638,-19000000,14533.333,0.045,0.048,3.08,1.5
LITE,Lumentum Holdings Inc,"NASDAQ",2022-09-30,MANUFACTURING,3751000000,"COMMUNICATIONS EQUIPMENT, NEC",CA,1.69,1.47,-0.21999999999999997,1,0,498000000,-0.08032,11.94779,-3375,303.737,64.512,185.43,158.8,-50300,-0.009,-0.026,3.08,1.5
LKQ,LKQ Corporation,"NASDAQ",2022-09-30,TRADE & SERVICES,14710656000,WHOLESALE-MOTOR VEHICLES & MOTOR VEHICLE PARTS & SUPPLIES,IL,0.97,1.09,0.1200000000000001,1,1,3104000000,8.44072,13.40206,136.64122,178.732,-0.06,-0.133,2105.9,487.023,2.246,4.979,3.08,1.5
LL,LL Flooring Holdings Inc,NYSE,2022-09-30,TRADE & SERVICES,203062000,RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS,VA,-0.14,0.13,0.27,0,1,268821000,-1.40391,-0.029760000000000002,108.90302,195.18,10.586,25.528,-411000000,-2532.644,-0.579,-1.396,3.08,1.5
LLY,Eli Lilly and Company,NYSE,2022-09-30,LIFE SCIENCES,356088709000,PHARMACEUTICAL PREPARATIONS,IN,1.98,1.25,-0.73,1,0,6941600000,20.91305,28.95442,0.73018,112.695,33.476,157.778,13,250.341,3.059,14.416,3.08,1.5
LMAT,LeMaitre Vascular Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,1037782000,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,MA,0.25,0.16,-0.09,1,0,77790000,7.01375,9.87659,112.71994,653.364,5.537,6.402,615000000,459.494,1.806,2.088,3.08,1.5
LMB,Limbach Holdings Inc,"NASDAQ",2022-09-30,REAL ESTATE & CONSTRUCTION,126285000,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,PA,0.34,0.08,-0.26,1,0,122357000,2.97572,5.25757,148.14611,143.342,-0.244,-0.738,7932.4,682.615,1.297,3.921,3.08,1.5
LMFA,LM Funding America Inc,"NASDAQ",2022-09-30,FINANCE,8249200,FINANCE SERVICES,FL,-0.51,0.22,0.73,0,1,187780,-3548.22452,-2829.14102,78.99608,885.675,4.154,4.541,-526339500,0.323,-9.805,-10.719,3.08,1.5
LMNR,Limoneira Co,"NASDAQ",2022-07-31,LIFE SCIENCES,232862000,AGRICULTURAL PRODUCTION-CROPS,CA,0.4,0.08,-0.32,1,0,58923000,12.51973,18.85002,149.92544,111.463,33.687,67.461,4706.4,150.739,1.875,3.754,1.58,1.25
LMST,Limestone Bancorp Inc,"NASDAQ",2022-09-30,FINANCE,197847000,"NATIONAL COMMERCIAL BANKS",KY,0.76,0.53,-0.22999999999999998,1,0,16390000,35.46675,63.66077,109.70239,63.744,9.105,105.943,288.7,132.341,0.389,4.528,3.08,1.5
LMT,Lockheed Martin Corporation,NYSE,2022-09-30,MANUFACTURING,130049000000,GUIDED MISSILES & SPACE VEHICLES & PARTS,MD,6.71,1.16,-5.55,1,0,16583000000,10.72182,15.2988,121.42857,128.219,22.295,96.941,1489,119.235,3.417,14.859,3.08,1.5
LNC,Lincoln National Corporation,NYSE,2022-09-30,FINANCE,6568944000,LIFE INSURANCE,PA,-10.23,2.23,12.46,0,1,4798000000,-53.64735,-63.90163,340.40404,104.267,1.989,291.34,-12340.8,263.015,-0.793,-116.103,3.08,1.5
LNG,Cheniere Energy Inc,NYSE MKT,2022-09-30,ENERGY & TRANSPORTATION,43445703000,"NATURAL GAS DISTRIBUTION",TX,-9.54,2.9,12.44,0,1,8852000000,-26.94306,-28.2761,126.45702,76.864,62.493,-441.382,-852,96.981,-5.465,38.598,3.08,1.5
LNN,Lindsay Corporation,NYSE,2022-08-31,TECHNOLOGY,1945901000,FARM MACHINERY & EQUIPMENT,NE,1.62,2.28,0.6599999999999997,1,1,190196000,9.42659,15.67015,154.95566,296.443,16.313,29.472,3006.7,318.573,2.523,4.558,2.33,1.5
LNSR,LENSAR Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,37148500,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,FL,-0.39,-0.67,-0.28,0,0,7748000,-51.51007,-49.13526,102.30519,328.678,5.354,6.89,-408300000,-97.444,-7.283,-9.372,3.08,1.5
LNT,Alliant Energy Corp,"NASDAQ",2022-09-30,ENERGY & TRANSPORTATION,13756005000,ELECTRIC & OTHER SERVICES COMBINED,WI,0.93,0.63,-0.30000000000000004,1,0,1052000000,21.57795,46.86312,136.12335,69.901,42.618,137.446,372.3,306.167,1.123,3.623,3.08,1.5
LNTH,Lantheus Holdings Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,4260452000,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,MA,0.99,0.89,-0.09999999999999998,1,0,237521000,25.77962,37.27755,140.02972,212.683,30.193,51.861,5273.2,240.778,5.587,9.597,3.08,1.5
LPI,Laredo Petroleum Holdings Inc,NYSE,2022-09-30,ENERGY & TRANSPORTATION,1073208000,CRUDE PETROLEUM & NATURAL GAS,OK,5.3,7.5,2.2,1,1,534448000,63.15357,83.34543,78.01631,47.046,42.11,118.079,850.3,151.744,12.029,33.73,3.08,1.5
LPLA,LPL Financial Holdings Inc,"NASDAQ",2022-09-30,FINANCE,18762611000,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",CA,3.13,2.24,-0.8899999999999997,1,0,2163058000,10.74086,16.7621,713.55265,255.013,28.044,135.988,4995.5,784.305,2.396,11.619,3.08,1.5
LPRO,Open Lending Corp,"NASDAQ",2022-09-30,FINANCE,903045000,PERSONAL CREDIT INSTITUTIONS,TX,0.19,0.18,-0.010000000000000009,1,0,49053000,50.0051,56.95676,113.29854,1667.898,37.153,63.542,1728.3,185.34,6.148,10.515,3.08,1.5
LPSN,LivePerson Inc,"NASDAQ",2022-09-30,TECHNOLOGY,951394000,SERVICES-PREPACKAGED SOFTWARE,NY,-0.56,-0.98,-0.41999999999999993,0,0,141017000,-30.66864,-28.15689,112.17629,222.09,67.131,822.776,-3359.7,-225.065,-3.942,-48.316,3.08,1.5
LPTH,LightPath Technologies Inc,"NASDAQ",2022-09-30,MANUFACTURING,33140200,SEMICONDUCTORS & RELATED DEVICES,FL,-0.05,-0.05,0,0,1,7366901,-18.74194,-5.31922,89.47729,228.792,8.506,14.564,-1755.6,-161.796,-2.907,-4.978,3.08,1.5
LPX,Louisiana-Pacific Corporation,NYSE,2022-09-30,MANUFACTURING,4587078000,LUMBER & WOOD PRODUCTS (NO FURNITURE),TN,1.72,4.19,2.4700000000000006,1,1,852000000,26.52582,35.79812,76.10619,232.791,16.198,28.361,5733.3,102.655,9.484,16.605,3.08,1.5
LQDA,Liquidia Technologies Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,354078000,PHARMACEUTICAL PREPARATIONS,NC,-0.14,-0.15,-0.009999999999999981,0,0,2545000,-357.24951,-331.27701,97.12934,1381.475,14.891,20.773,-1424.4,58.722,-6.858,-9.567,3.08,1.5
LRCX,Lam Research Corp,"NASDAQ",2022-09-30,TECHNOLOGY,62416581000,"SPECIAL INDUSTRY MACHINERY, NEC",CA,10.42,8.83,-1.5899999999999999,1,0,5034890000,28.31996,35.28474,119.07322,269.377,26.726,67.5,3686.8,163.887,7.616,19.236,3.08,1.5
LRN,Stride Inc,NYSE,2022-09-30,TRADE & SERVICES,1480717000,SERVICES-EDUCATIONAL SERVICES,VA,-0.54,0.66,1.2000000000000002,0,1,424352000,-5.34273,-3.8051,126.67167,321.92,25.39,52.343,-3598.9,-571.846,-1.398,-2.881,3.08,1.5
LSBK,Lake Shore Bancorp Inc,"NASDAQ",2022-09-30,FINANCE,72484000,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",NY,0.31,0.29,-0.020000000000000018,1,0,7101000,24.94015,41.10689,15.64088,3.422,3.586,31.921,48.3,125.974,0.255,2.266,3.08,1.5
LSCC,Lattice Semiconductor Corporation,"NASDAQ",2022-09-30,MANUFACTURING,9755860000,SEMICONDUCTORS & RELATED DEVICES,OR,0.48,0.42,-0.06,1,0,171105000,27.09389,28.73031,105.26974,308.591,19.591,33.66,3851.8,256.114,6.108,10.495,3.08,1.5
LSI,Life Storage Inc,NYSE,2022-09-30,REAL ESTATE & CONSTRUCTION,9102937000,REAL ESTATE INVESTMENT TRUSTS,NY,1.16,1.09,-0.06999999999999984,1,0,272954000,36.0885,64.1599,127.86153,3.498,45.078,90.565,449.7,160.24,1.359,2.73,3.08,1.5
LSTR,Landstar System Inc,"NASDAQ",2022-09-30,ENERGY & TRANSPORTATION,6197833000,TRUCKING (NO LOCAL),FL,2.76,3.05,0.29000000000000004,1,1,1816132000,5.51821,8.14175,133.20761,157.708,4.912,11.187,16045.4,1712.852,5.04,11.477,3.08,1.5
LSXMA,Liberty Media Corp SiriusXM A,"NASDAQ",2022-09-30,TECHNOLOGY,13990247000,TELEVISION BROADCASTING STATIONS,CO,0.82,0.35,-0.47,1,0,3070000000,12.73616,31.53094,129.41176,95.341,40.627,114.549,282.7,563.427,0.904,2.55,3.08,1.5
LSXMB,Liberty Media Corp SiriusXM B,"NASDAQ",2022-09-30,TECHNOLOGY,14084811000,TELEVISION BROADCASTING STATIONS,CO,0.8841,1.2845,0.4004,1,1,3070000000,12.73616,31.53094,129.41176,95.341,40.627,114.549,282.7,563.427,0.904,2.55,3.08,1.5
LSXMK,Liberty Media Corp SiriusXM C,"NASDAQ",2022-09-30,TECHNOLOGY,14035670000,TELEVISION BROADCASTING STATIONS,CO,0.82,0.07,-0.75,1,0,3070000000,12.73616,31.53094,129.41176,95.341,40.627,114.549,282.7,563.427,0.904,2.55,3.08,1.5
LTC,LTC Properties Inc,NYSE,2022-09-30,REAL ESTATE & CONSTRUCTION,1609660000,REAL ESTATE INVESTMENT TRUSTS,CA,0.32,1.36,1.04,1,1,43503000,30.54962,70.37676,97.91573,3.52,48.05,98.819,163.9,197.381,0.804,1.655,3.08,1.5
LTHM,Livent Corp,NYSE,2022-09-30,LIFE SCIENCES,5022472000,CHEMICALS & ALLIED PRODUCTS,PA,0.41,0.37,-0.03999999999999998,1,0,231600000,33.50604,45.63903,132.34536,352.086,12.709,18.832,100,153.866,3.866,5.729,3.08,1.5
LTRPA,Liberty Tri,"NASDAQ",2022-09-30,TECHNOLOGY,151892000,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,CO,-0.39,0.87,1.26,0,1,443000000,-6.77201,10.60948,-220,233.681,24.231,51.604,412.5,-456.667,-0.646,-1.375,3.08,1.5
LTRPB,Liberty Tripadvisor Holdings Inc,"NASDAQ",2022-09-30,TECHNOLOGY,145775000,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,CO,-0.39,0.87,1.26,0,1,443000000,-6.77201,10.60948,-220,233.681,24.231,51.604,412.5,-456.667,-0.646,-1.375,3.08,1.5
LTRX,Lantronix Inc,"NASDAQ",2022-09-30,TECHNOLOGY,184461000,COMPUTER COMMUNICATIONS EQUIPMENT,CA,0.07,0.08,0.009999999999999995,1,1,31795000,-5.19893,-3.21434,82.94011,225.037,28.536,53.727,-523.3,-849.123,-1.101,-2.073,3.08,1.5
LUMN,Lumen Technologies Inc,NYSE,2022-09-30,TECHNOLOGY,5700536000,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),LA,0.14,0.35,0.20999999999999996,1,1,4390000000,13.16629,48.01822,239.44637,107.653,-0.367,-1.598,381.3,136.851,1.054,4.596,3.08,1.5
LUNA,Luna Innovations Incorporated,"NASDAQ",2022-09-30,TRADE & SERVICES,245236000,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,VA,0.09,-0.02,-0.11,1,0,29153000,4.10249,9.52561,123.5786,238.082,14.95,24.717,678,1414.632,0.823,1.361,3.08,1.5
LUNG,Pulmonx Corp,"NASDAQ",2022-09-30,LIFE SCIENCES,280019000,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,CA,-0.38,-0.4,-0.020000000000000018,0,0,12816000,-110.58052,-107.56866,98.29946,844.374,11.091,13.718,-4871,-71.634,-7.009,-8.669,3.08,1.5
LUV,Southwest Airlines Company,NYSE,2022-09-30,ENERGY & TRANSPORTATION,23601640000,"AIR TRANSPORTATION, SCHEDULED",TX,0.5,1.3,0.8,1,1,6069000000,4.56418,12.57209,142.59928,157.623,28.131,92.567,526.7,455.957,0.771,2.536,3.08,1.5
LVO,LiveOne Inc,"NASDAQ",2022-09-30,TRADE & SERVICES,55630000,RETAIL-EATING PLACES,CA,-0.04,0.02,0.06,0,1,23532000,-14.48666,8.13785,28.95277,56.746,73.312,55059.091,-164.5,-287.181,-5.158,-3873.864,3.08,1.5
LVS,Las Vegas Sands Corp,NYSE,2022-09-30,REAL ESTATE & CONSTRUCTION,36649402000,HOTELS & MOTELS,NV,-0.27,-0.34,-0.07,0,0,1005000000,-23.78109,26.26866,74.05858,183.043,71.638,394.359,-96.7,-210.46,-1.113,-6.128,3.08,1.5
LWAY,Lifeway Foods Inc,"NASDAQ",2022-09-30,MANUFACTURING,105832000,DAIRY PRODUCTS,IL,0.06,0.01,-0.049999999999999996,1,0,38063000,2.58256,3.48107,121.56663,218.349,5.083,7.426,1551.9,771.923,1.333,1.947,3.08,1.5
LXP,LXP Industrial Trust,NYSE,2022-09-30,REAL ESTATE & CONSTRUCTION,2964777000,REAL ESTATE INVESTMENT TRUSTS,NY,0.08,0.14,0.06000000000000001,1,1,80088000,29.20537,99.71781,-124.75417,2.89,40.395,74.769,-259.3,108.824,0.583,1.079,3.08,1.5
LXU,Lsb Industries Inc,NYSE,2022-09-30,LIFE SCIENCES,1219292000,INDUSTRIAL INORGANIC CHEMICALS,OK,0.03,1.15,1.1199999999999999,1,1,184273000,1.25466,17.19351,565.13841,386.779,49.252,135.99,107.2,957.137,0.159,0.439,3.08,1.5
LYFT,LYFT Inc,"NASDAQ",2022-09-30,TRADE & SERVICES,3970603000,"SERVICES-BUSINESS SERVICES, NEC",CA,0.1,0.13,0.03,1,1,1053820000,-40.06386,-39.16713,68.77672,88.793,18.542,111.423,-5782.1,-114.428,-9.178,-55.152,3.08,1.5
LYLT,Loyalty Ventures Inc,"NASDAQ",2022-09-30,TRADE & SERVICES,60053000,"SERVICES-BUSINESS SERVICES, NEC",TX,-0.01,-17.95,-17.939999999999998,0,0,162369000,-0.07699,14.39561,-12564.8,97.579,40.034,258955.691,1570600000,-115404.8,-0.008,-50.813,3.08,1.5
LYTS,LSI Industries Inc,"NASDAQ",2022-09-30,MANUFACTURING,328884000,ELECTRIC LIGHTING & WIRING EQUIPMENT,OH,0.25,0.21,-0.04000000000000001,1,0,126395000,4.95431,8.75984,160.02874,213.182,24.271,50.443,1271.7,554.743,1.96,4.073,3.08,1.5
LYV,Live Nation Entertainment Inc,NYSE,2022-09-30,TRADE & SERVICES,17066650000,SERVICES-AMUSEMENT & RECREATION SERVICES,CA,1.39,0.66,-0.7299999999999999,1,0,6153535000,5.87308,9.35896,140.07919,103.837,47.955,-10153.843,717.9,146.703,2.289,-484.713,3.08,1.5
LZ,LegalZoom.com Inc,"NASDAQ",2022-09-30,TECHNOLOGY,1735767000,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,CA,0.05,0.05,0,1,1,154416000,-6.54595,-1.56201,94.73684,103.219,2.742,7.555,-16510.3,-1032.509,-2.385,-6.571,3.08,1.5
MA,Mastercard Inc,NYSE,2022-09-30,TRADE & SERVICES,349738140000,"SERVICES-BUSINESS SERVICES, NEC",NY,2.68,2.56,-0.1200000000000001,1,0,5756000000,43.36345,58.6171,124.67949,124.837,38.552,227.952,2593.3,133.013,6.636,39.239,3.08,1.5
MAA,Mid-America Apartment Communities Inc,NYSE,2022-09-30,REAL ESTATE & CONSTRUCTION,18968260000,REAL ESTATE INVESTMENT TRUSTS,TN,1.05,1.82,0.77,1,1,520783000,23.48598,56.94714,168.73952,2.335,79.715,151.453,534.2,303.911,1.079,2.05,3.08,1.5
MAC,Macerich Company,NYSE,2022-09-30,REAL ESTATE & CONSTRUCTION,2813307000,REAL ESTATE INVESTMENT TRUSTS,CA,-0.07,-0.07,0,0,1,210704000,-7.21059,52.21068,-276.97624,2313.49,52.79,146.918,80,-834.246,-0.188,-0.524,3.08,1.5
MAN,ManpowerGroup Inc,NYSE,2022-09-30,TRADE & SERVICES,4446497000,SERVICES-HELP SUPPLY SERVICES,WI,2.21,2.33,0.1200000000000001,1,1,4786400000,2.32534,3.68962,145.10332,121.838,13.008,46.262,1509.3,789.308,1.301,4.626,3.08,1.5
MANH,Manhattan Associates Inc,"NASDAQ",2022-09-30,TECHNOLOGY,7890699000,SERVICES-PREPACKAGED SOFTWARE,GA,0.66,0.69,0.029999999999999916,1,1,198101000,14.97923,19.40121,123.91319,129.132,3.339,8.674,32830.4,222.906,5.765,14.977,3.08,1.5
MAR,Marriott International Inc,"NASDAQ",2022-09-30,REAL ESTATE & CONSTRUCTION,52428521000,HOTELS & MOTELS,MD,1.69,1.8,0.1100000000000001,1,1,5313000000,11.85771,19.59345,152.06349,51.8,35.242,820.978,958,809.048,2.544,59.266,3.08,1.5
MARK,Remark Holdings Inc,"NASDAQ",2022-09-30,TECHNOLOGY,25718800,"COMMUNICATIONS SERVICES, NEC",GA,-0.08,-0.12,-0.039999999999999994,0,0,1447000,-616.72426,-520.04147,75.381,47.377,172.795,27203.774,-492.8,11.34,-53.476,-8418.868,3.08,1.5
MAS,Masco Corporation,NYSE,2022-09-30,MANUFACTURING,11483940000,"MILLWOOD, VENEER, PLYWOOD, & STRUCTURAL WOOD MEMBERS",MI,0.98,1.14,0.15999999999999992,1,1,2171000000,10.04146,14.924,161.00917,146.763,62.765,-551.053,1210.3,318.807,4.024,-35.332,3.08,1.5
MASI,Masimo Corporation,"NASDAQ",2022-09-30,LIFE SCIENCES,7648164000,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,CA,1,1.35,0.3500000000000001,1,1,562000000,6.74377,12.81139,144.59103,212.089,31.58,77.056,564.9,745.383,1.24,3.026,3.08,1.5
MASS,908 Devices Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,328846000,"MEASURING & CONTROLLING DEVICES, NEC",MA,-0.2,-0.26,-0.06,0,0,15797000,-39.62145,-44.43249,114.29941,1173.509,7.967,10.107,-21678.8,-149.193,-2.511,-3.185,3.08,1.5
MAT,Mattel Inc,"NASDAQ",2022-09-30,MANUFACTURING,6574156000,DOLLS & STUFFED TOYS,CA,0.82,0.18,-0.6399999999999999,1,0,1715180000,16.90097,24.08464,135.0108,195.618,39.802,130.852,1155.5,292.146,4.482,14.734,3.08,1.5
MATV,Mativ Holdings Inc.,NYSE,2022-09-30,MANUFACTURING,1134028000,PAPER MILLS,GA,0.74,0.61,-0.13,1,0,650300000,-3.45994,0.70737,61.77778,242.204,50.015,163.907,-58.4,-547.111,-0.606,-1.986,3.08,1.5
MATW,Matthews International Corporation,"NASDAQ",2022-09-30,MANUFACTURING,963177000,NONFERROUS FOUNDRIES (CASTINGS),PA,0.82,0.58,-0.24,1,0,457127000,-17.7104,-12.93798,90.22468,152.809,42.039,162.409,-880.2,-179.42,-4.3,-16.612,3.08,1.5
MATX,Matson Inc,NYSE,2022-09-30,ENERGY & TRANSPORTATION,2436855000,WATER TRANSPORTATION,HI,6.89,9.49,2.6000000000000005,1,1,1109800000,23.96828,37.14183,126.05263,145.774,13.211,25.629,6706,392.97,5.965,11.572,3.08,1.5
