,Symbol,Name,Sector,Industry
2902,IPSC,Century Therapeutics Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
2903,IPVI,InterPrivate IV InfraTech Partners Inc. Class A Common Stock,Industrials,Consumer Electronics/Appliances
2906,IPW,iPower Inc. Common Stock,Consumer Discretionary,Catalog/Specialty Distribution
2907,IPWR,Ideal Power Inc. Common Stock,Industrials,Industrial Machinery/Components
2909,IQI,Invesco Quality Municipal Income Trust Common Stock,Finance,Finance Companies
2910,IQMD,Intelligent Medicine Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
2913,IQV,IQVIA Holdings Inc. Common Stock,Health Care,Managed Health Care
2914,IR,Ingersoll Rand Inc. Common Stock,Industrials,Industrial Machinery/Components
2915,IRAA,Iris Acquisition Corp Class A Common Stock,Industrials,Consumer Electronics/Appliances
2918,IRBT,iRobot Corporation Common Stock,,
2919,IRDM,Iridium Communications Inc Common Stock,Consumer Discretionary,Telecommunications Equipment
2920,IRIX,IRIDEX Corporation Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
2921,IRL,New Ireland Fund Inc (The) Common Stock,Finance,Trusts Except Educational Religious and Charitable
2922,IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,Real Estate,Real Estate Investment Trusts
2923,IRMD,iRadimed Corporation Common Stock,Health Care,Medical/Dental Instruments
2924,IRNT,IronNet Inc. Common Stock,Technology,EDP Services
2925,IROQ,IF Bancorp Inc. Common Stock,Finance,Finance: Consumer Services
2926,IRT,Independence Realty Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
2927,IRTC,iRhythm Technologies Inc. Common Stock,Health Care,Medical/Dental Instruments
2928,IRWD,Ironwood Pharmaceuticals Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
2929,ISAA,Iron Spark I Inc. Class A Common Stock,Industrials,Consumer Electronics/Appliances
2931,ISDR,Issuer Direct Corporation Common Stock,Technology,Computer Software: Prepackaged Software
2932,ISEE,IVERIC bio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
2933,ISIG,Insignia Systems Inc. Common Stock,Consumer Discretionary,Advertising
2934,ISO,IsoPlexis Corporation Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
2935,ISPC,iSpecimen Inc. Common Stock,Health Care,Precision Instruments
2936,ISPO,Inspirato Incorporated Class A Common Stock,Consumer Discretionary,Hotels/Resorts
2938,ISR,IsoRay Inc. Common Stock (DE),Health Care,Medical Specialities
2939,ISRG,Intuitive Surgical Inc. Common Stock,Health Care,Medical/Dental Instruments
2940,ISSC,Innovative Solutions and Support Inc. Common Stock,Industrials,Military/Government/Technical
2941,ISTR,Investar Holding Corporation Common Stock,Finance,Commercial Banks
2942,ISUN,iSun Inc. Common Stock,Technology,Semiconductors
2943,IT,Gartner Inc. Common Stock,Finance,Diversified Commercial Services
2944,ITAQ,Industrial Tech Acquisitions II Inc. Class A Common Stock,Industrials,Consumer Electronics/Appliances
2946,ITCI,Intra-Cellular Therapies Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
2947,ITGR,Integer Holdings Corporation Common Stock,Health Care,Medical/Dental Instruments
2948,ITI,Iteris Inc. Common Stock,Telecommunications,Telecommunications Equipment
2949,ITIC,Investors Title Company Common Stock,Finance,Specialty Insurers
2950,ITOS,iTeos Therapeutics Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
2954,ITRI,Itron Inc. Common Stock,Industrials,Electrical Products
2955,ITT,ITT Inc. Common Stock ,Industrials,Fluid Controls
2956,ITW,Illinois Tool Works Inc. Common Stock,Industrials,Industrial Machinery/Components
2957,IVAC,Intevac Inc. Common Stock,Technology,Industrial Machinery/Components
2958,IVC,Invacare Corporation Common Stock,Health Care,Industrial Specialties
2961,IVDA,Iveda Solutions Inc. Common Stock,Technology,Security Systems Services
2963,IVR,INVESCO MORTGAGE CAPITAL INC Common Stock,Real Estate,Real Estate Investment Trusts
2966,IVVD,Invivyd Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
2967,IVZ,Invesco Ltd Common Stock,Finance,Investment Managers
2968,IZEA,IZEA Worldwide Inc. Common Stock,Consumer Discretionary,Advertising
2969,JACK,Jack In The Box Inc. Common Stock,Consumer Discretionary,Restaurants
2970,JAGX,Jaguar Health Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
2971,JAKK,JAKKS Pacific Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
2972,JAMF,Jamf Holding Corp. Common Stock,Technology,Computer Software: Prepackaged Software
2973,JAN,JanOne Inc. Common Stock (NV),Utilities,Environmental Services
2974,JANX,Janux Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
2975,JAQC,Jupiter Acquisition Corporation Common stock,Industrials,Consumer Electronics/Appliances
2978,JBHT,J.B. Hunt Transport Services Inc. Common Stock,Industrials,Trucking Freight/Courier Services
2979,JBL,Jabil Inc. Common Stock,Technology,Electrical Products
2980,JBLU,JetBlue Airways Corporation Common Stock,Consumer Discretionary,Air Freight/Delivery Services
2981,JBSS,John B. Sanfilippo & Son Inc. Common Stock,Consumer Staples,Specialty Foods
2982,JBT,John Bean Technologies Corporation Common Stock,Industrials,Diversified Manufacture
2987,JEF,Jefferies Financial Group Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
2988,JELD,JELD-WEN Holding Inc. Common Stock,,
2989,JEQ,abrdn Japan Equity Fund Inc. Common Stock,Finance,Finance Companies
2990,JFR,Nuveen Floating Rate Income Fund Common Stock,Finance,Trusts Except Educational Religious and Charitable
2994,JHI,John Hancock Investors Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
2995,JHS,John Hancock Income Securities Trust Common Stock,Finance,Finance Companies
2996,JJSF,J & J Snack Foods Corp. Common Stock,Consumer Staples,Specialty Foods
2997,JKHY,Jack Henry & Associates Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
2998,JLL,Jones Lang LaSalle Incorporated Common Stock,Finance,Real Estate
3001,JMSB,John Marshall Bancorp Inc. Common Stock,Finance,Major Banks
3002,JNCE,Jounce Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3003,JNJ,Johnson & Johnson Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3004,JNPR,Juniper Networks Inc. Common Stock,Technology,Computer peripheral equipment
3005,JOAN,JOANN Inc. Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
3006,JOB,GEE Group Inc. Common Stock,Consumer Discretionary,Diversified Commercial Services
3007,JOBY,Joby Aviation Inc. Common Stock,Consumer Discretionary,Aerospace
3008,JOE,St. Joe Company (The) Common Stock,Real Estate,Homebuilding
3009,JOF,Japan Smaller Capitalization Fund Inc Common Stock,Finance,Trusts Except Educational Religious and Charitable
3010,JOFF,JOFF Fintech Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
3013,JOUT,Johnson Outdoors Inc. Class A Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
3015,JPM,JP Morgan Chase & Co. Common Stock,Finance,Major Banks
3028,JRSH,Jerash Holdings (US) Inc. Common Stock,Consumer Discretionary,Industrial Specialties
3031,JSPR,Jasper Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3036,JUPW,Jupiter Wellness Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3038,JVA,Coffee Holding Co. Inc. Common Stock,Consumer Staples,Specialty Foods
3039,JWAC,Jupiter Wellness Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
3041,JWN,Nordstrom Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores
3042,JYNT,The Joint Corp. Common Stock,,
3043,K,Kellogg Company Common Stock,Consumer Staples,Packaged Foods
3044,KAI,Kadant Inc Common Stock,Technology,Industrial Machinery/Components
3050,KALA,Kala Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3051,KALU,Kaiser Aluminum Corporation Common Stock,Industrials,Aluminum
3052,KAMN,Kaman Corporation Common Stock,Industrials,Military/Government/Technical
3053,KAR,KAR Auction Services Inc Common Stock,,
3054,KAVL,Kaival Brands Innovations Group Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
3055,KBAL,Kimball International Inc. Class B Common Stock,Consumer Discretionary,Industrial Specialties
3056,KBH,KB Home Common Stock,,
3057,KBNT,Kubient Inc. Common Stock,Technology,EDP Services
3059,KBR,KBR Inc. Common Stock,Industrials,Oilfield Services/Equipment
3060,KDNY,Chinook Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3061,KDP,Keurig Dr Pepper Inc. Common Stock,Consumer Staples,Beverages (Production/Distribution)
3062,KE,Kimball Electronics Inc. Common Stock,Technology,Industrial Machinery/Components
3063,KELYA,Kelly Services Inc. Class A Common Stock,Consumer Discretionary,Diversified Commercial Services
3064,KELYB,Kelly Services Inc. Class B Common Stock,Consumer Discretionary,Diversified Commercial Services
3065,KEQU,Kewaunee Scientific Corporation Common Stock,Industrials,Medical Specialities
3066,KERN,Akerna Corp. Common Stock,Health Care,Managed Health Care
3068,KEX,Kirby Corporation Common Stock,Consumer Discretionary,Marine Transportation
3069,KEY,KeyCorp Common Stock,Finance,Major Banks
3074,KEYS,Keysight Technologies Inc. Common Stock,Industrials,Industrial Machinery/Components
3075,KF,Korea Fund Inc. (The) New Common Stock,Finance,Investment Managers
3076,KFFB,Kentucky First Federal Bancorp Common Stock,Finance,Savings Institutions
3077,KFRC,Kforce Inc. Common Stock,Consumer Discretionary,Diversified Commercial Services
3078,KFY,Korn Ferry Common Stock,Consumer Discretionary,Diversified Commercial Services
3079,KHC,The Kraft Heinz Company Common Stock,Consumer Staples,Farming/Seeds/Milling
3080,KIDS,OrthoPediatrics Corp. Common Stock,Health Care,Medical/Dental Instruments
3081,KIM,Kimco Realty Corporation Common Stock,Real Estate,Real Estate Investment Trusts
3084,KIND,Nextdoor Holdings Inc. Class A Common Stock,Consumer Discretionary,EDP Services
3085,KINS,Kingstone Companies Inc. Common Stock,Finance,Specialty Insurers
3086,KINZ,KINS Technology Group Inc. Class A Common Stock,Industrials,Consumer Electronics/Appliances
3090,KITT,Nauticus Robotics Inc. Common stock,Industrials,Metal Fabrications
3092,KKR,KKR & Co. Inc. Common Stock,Finance,Investment Managers
3094,KLAC,KLA Corporation Common Stock,Technology,Electronic Components
3095,KLAQ,KL Acquisition Corp Class A Common Stock,Industrials,Consumer Electronics/Appliances
3098,KLR,Kaleyra Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
3099,KLTR,Kaltura Inc. Common Stock,Technology,EDP Services
3100,KLXE,KLX Energy Services Holdings Inc. Common Stock,Energy,Oilfield Services/Equipment
3101,KMB,Kimberly-Clark Corporation Common Stock,Consumer Discretionary,Paper
3102,KMI,Kinder Morgan Inc. Common Stock,Utilities,Natural Gas Distribution
3104,KMPH,KemPharm Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3106,KMT,Kennametal Inc. Common Stock,Industrials,Industrial Machinery/Components
3108,KNBE,KnowBe4 Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
3109,KNSA,Kiniksa Pharmaceuticals Ltd. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3110,KNSL,Kinsale Capital Group Inc. Common Stock,Finance,Property-Casualty Insurers
3111,KNTE,Kinnate Biopharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3112,KNTK,Kinetik Holdings Inc. Class A Common Stock,Energy,Oil & Gas Production
3114,KO,Coca-Cola Company (The) Common Stock,Consumer Staples,Beverages (Production/Distribution)
3115,KOD,Kodiak Sciences Inc Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3117,KOP,Koppers Holdings Inc. Koppers Holdings Inc. Common Stock,Industrials,Industrial Specialties
3118,KOPN,Kopin Corporation Common Stock,Technology,Industrial Machinery/Components
3119,KOSS,Koss Corporation Common Stock,Consumer Staples,Consumer Electronics/Appliances
3120,KPLT,Katapult Holdings Inc. Common Stock,Technology,EDP Services
3122,KPRX,Kiora Pharmaceuticals Inc.  Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
3123,KPTI,Karyopharm Therapeutics Inc. Common Stock,Miscellaneous,Diversified Commercial Services
3124,KR,Kroger Company (The) Common Stock,Consumer Staples,Food Chains
3125,KRBP,Kiromic BioPharma Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
3126,KRC,Kilroy Realty Corporation Common Stock,Real Estate,Real Estate Investment Trusts
3127,KREF,KKR Real Estate Finance Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
3129,KRG,Kite Realty Group Trust Common Stock,Real Estate,Real Estate Investment Trusts
3130,KRMD,KORU Medical Systems Inc. Common Stock,Health Care,Medical/Dental Instruments
3134,KRNY,Kearny Financial Corp Common Stock,Finance,Savings Institutions
3135,KRO,Kronos Worldwide Inc Common Stock,Industrials,Major Chemicals
3136,KRON,Kronos Bio Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
3137,KROS,Keros Therapeutics Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
3139,KRT,Karat Packaging Inc. Common Stock,Industrials,Office Equipment/Supplies/Services
3140,KRTX,Karuna Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3141,KRUS,Kura Sushi USA Inc. Class A Common Stock,Consumer Discretionary,Restaurants
3142,KRYS,Krystal Biotech Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
3143,KSCP,Knightscope Inc. Class A Common Stock,Technology,Security Systems Services
3144,KSI,Kadem Sustainable Impact Corporation Class A common stock,Industrials,Consumer Electronics/Appliances
3147,KSPN,Kaspien Holdings Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
3148,KSS,Kohl's Corporation Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
3149,KTCC,Key Tronic Corporation Common Stock,Technology,Computer peripheral equipment
3153,KTOS,Kratos Defense & Security Solutions Inc. Common Stock,Consumer Discretionary,Ordnance And Accessories
3154,KTRA,Kintara Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3155,KTTA,Pasithea Therapeutics Corp. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3156,KULR,KULR Technology Group Inc. Common Stock,,
3157,KURA,Kura Oncology Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
3158,KVHI,KVH Industries Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
3159,KVSA,Khosla Ventures Acquisition Co. Class A Common Stock,Industrials,Consumer Electronics/Appliances
3160,KVSC,Khosla Ventures Acquisition Co. III Class A Common Stock,Industrials,Consumer Electronics/Appliances
3161,KW,Kennedy-Wilson Holdings Inc. Common Stock,Real Estate,Real Estate
3162,KWR,Quaker Houghton Common Stock,Industrials,Automotive Aftermarket
3167,KYMR,Kymera Therapeutics Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
3169,KZR,Kezar Life Sciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3170,L,Loews Corporation Common Stock,Finance,Property-Casualty Insurers
3171,LAB,Standard BioTools Inc. Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments
3172,LABP,Landos Biopharma Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
3173,LAD,Lithia Motors Inc. Common Stock,Consumer Discretionary,Other Specialty Stores
3174,LAKE,Lakeland Industries Inc. Common Stock,,
3175,LAMR,Lamar Advertising Company Class A Common Stock,Real Estate,Real Estate Investment Trusts
3176,LANC,Lancaster Colony Corporation Common Stock,Consumer Staples,Packaged Foods
3177,LAND,Gladstone Land Corporation Common Stock,Real Estate,Real Estate Investment Trusts
3180,LARK,Landmark Bancorp Inc. Common Stock,Finance,Major Banks
3181,LASE,Laser Photonics Corporation Common Stock,Industrials,Industrial Machinery/Components
3182,LASR,nLIGHT Inc. Common Stock,Technology,Semiconductors
3183,LAUR,Laureate Education Inc. Common Stock,Consumer Discretionary,Service to the Health Industry
3184,LAW,CS Disco Inc. Common Stock,Technology,Computer Software: Prepackaged Software
3185,LAZR,Luminar Technologies Inc.  Class A Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
3186,LAZY,Lazydays Holdings Inc. Common Stock,Consumer Discretionary,Other Specialty Stores
3187,LBAI,Lakeland Bancorp Inc. Common Stock,Finance,Major Banks
3190,LBC,Luther Burbank Corporation Common Stock,Finance,Commercial Banks
3191,LBPH,Longboard Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3192,LBRDA,Liberty Broadband Corporation Class A Common Stock,Consumer Discretionary,Telecommunications Equipment
3193,LBRDK,Liberty Broadband Corporation Class C Common Stock,Consumer Discretionary,Telecommunications Equipment
3195,LBRT,Liberty Energy Inc. Class A common stock,Energy,Oilfield Services/Equipment
3196,LC,LendingClub Corporation Common Stock,Finance,Finance Companies
3197,LCA,Landcadia Holdings IV Inc. Class A Common Stock,Industrials,Consumer Electronics/Appliances
3200,LCI,Lannett Co Inc Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3201,LCID,Lucid Group Inc. Common Stock,Consumer Discretionary,Auto Manufacturing
3203,LCNB,LCNB Corporation Common Stock,Finance,Major Banks
3204,LCTX,Lineage Cell Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
3205,LCUT,Lifetime Brands Inc. Common Stock,Consumer Discretionary,Home Furnishings
3209,LDOS,Leidos Holdings Inc. Common Stock,Technology,EDP Services
3211,LE,Lands' End Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores
3212,LEA,Lear Corporation Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
3214,LEE,Lee Enterprises Incorporated Common Stock,Consumer Discretionary,Newspapers/Magazines
3215,LEG,Leggett & Platt Incorporated Common Stock,Consumer Discretionary,Home Furnishings
3219,LEGH,Legacy Housing Corporation Common Stock (TX),Consumer Discretionary,Homebuilding
3221,LEN,Lennar Corporation Class A Common Stock,Real Estate,Building operators
3222,LEO,BNY Mellon Strategic Municipals Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable
3223,LESL,Leslie's Inc. Common Stock,Miscellaneous,Diversified Commercial Services
3224,LEU,Centrus Energy Corp. Class A Common Stock,,
3225,LEVI,Levi Strauss & Co Class A Common Stock,Consumer Discretionary,Industrial Specialties
3226,LFAC,LF Capital Acquisition Corp. II Class A Common Stock,Industrials,Consumer Electronics/Appliances
3228,LFCR,Lifecore Biomedical Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3229,LFG,Archaea Energy Inc. Class A Common Stock,Utilities,Power Generation
3230,LFLY,Leafly Holdings Inc. Common Stock,Consumer Staples,Retail-Drug Stores and Proprietary Stores
3232,LFMD,LifeMD Inc. Common Stock,Miscellaneous,Diversified Commercial Services
3234,LFST,LifeStance Health Group Inc. Common Stock,Health Care,Hospital/Nursing Management
3235,LFT,Lument Finance Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
3237,LFUS,Littelfuse Inc. Common Stock,Technology,Electronic Components
3238,LFVN,Lifevantage Corporation Common Stock (Delaware),Consumer Staples,Farming/Seeds/Milling
3239,LGI,Lazard Global Total Return and Income Fund Common Stock,,
3240,LGIH,LGI Homes Inc. Common Stock,Consumer Discretionary,Homebuilding
3241,LGL,LGL Group Inc. (The) Common Stock,Technology,Industrial Machinery/Components
3242,LGMK,LogicMark Inc. Common Stock,Consumer Discretionary,Diversified Commercial Services
3243,LGND,Ligand Pharmaceuticals Incorporated Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3247,LGTO,Legato Merger Corp. II Common Stock,Industrials,Consumer Electronics/Appliances
3252,LGVN,Longeveron Inc. Class A Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
3253,LH,Laboratory Corporation of America Holdings Common Stock,Health Care,Medical Specialities
3254,LHAA,Lerer Hippeau Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
3255,LHCG,LHC Group Common Stock,Health Care,Medical/Nursing Services
3256,LHDX,Lucira Health Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
3257,LHX,L3Harris Technologies Inc. Common Stock,Industrials,Industrial Machinery/Components
3259,LIBY,Liberty Resources Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
3261,LIDR,AEye Inc. Class A Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
3263,LIFE,aTyr Pharma Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
3264,LII,Lennox International Inc. Common Stock,Industrials,Industrial Machinery/Components
3265,LILA,Liberty Latin America Ltd. Class A Common Stock,Telecommunications,Cable & Other Pay Television Services
3266,LILAK,Liberty Latin America Ltd. Class C Common Stock,Telecommunications,Cable & Other Pay Television Services
3267,LINC,Lincoln Educational Services Corporation Common Stock,Consumer Discretionary,Service to the Health Industry
3268,LIND,Lindblad Expeditions Holdings Inc. Common Stock,,
3269,LINK,Interlink Electronics Inc. Common Stock,Technology,Industrial Machinery/Components
3270,LION,Lionheart III Corp Class A Common Stock,Industrials,Consumer Electronics/Appliances
3272,LITE,Lumentum Holdings Inc. Common Stock,Technology,Computer peripheral equipment
3273,LITT,Logistics Innovation Technologies Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
3276,LIVE,Live Ventures Incorporated Common Stock,,
3277,LIXT,Lixte Biotechnology Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3279,LJAQ,LightJump Acquisition Corporation Common Stock,Industrials,Consumer Electronics/Appliances
3281,LKFN,Lakeland Financial Corporation Common Stock,Finance,Major Banks
3282,LKQ,LKQ Corporation Common Stock,Consumer Discretionary,Automotive Aftermarket
3283,LL,LL Flooring Holdings Inc. Common Stock,Consumer Discretionary,RETAIL: Building Materials
3284,LLY,Eli Lilly and Company Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3285,LMAT,LeMaitre Vascular Inc. Common Stock,Health Care,Medical/Dental Instruments
3286,LMB,Limbach Holdings Inc. Common Stock,Consumer Discretionary,Military/Government/Technical
3287,LMFA,LM Funding America Inc. Common Stock,Finance,Finance: Consumer Services
3288,LMND,Lemonade Inc. Common Stock,Finance,Property-Casualty Insurers
3289,LMNR,Limoneira Co Common Stock,Consumer Staples,Farming/Seeds/Milling
3290,LMST,Limestone Bancorp Inc. Common Stock,Finance,Major Banks
3291,LMT,Lockheed Martin Corporation Common Stock,Industrials,Aerospace
3292,LNC,Lincoln National Corporation Common Stock,Finance,Life Insurance
3294,LNG,Cheniere Energy Inc. Common Stock,Utilities,Oil/Gas Transmission
3295,LNKB,LINKBANCORP Inc. Common Stock,,
3296,LNN,Lindsay Corporation Common Stock,Industrials,Industrial Machinery/Components
3297,LNSR,LENSAR Inc. Common Stock,Health Care,Medical Electronics
3298,LNT,Alliant Energy Corporation Common Stock,Utilities,Power Generation
3299,LNTH,Lantheus Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3300,LNW,Light & Wonder Inc. Common Stock,Consumer Discretionary,Movies/Entertainment
3302,LOB,Live Oak Bancshares Inc. Common Stock,Finance,Commercial Banks
3303,LOCO,El Pollo Loco Holdings Inc. Common Stock,Consumer Discretionary,Restaurants
3304,LODE,Comstock Inc. Common Stock,Finance,Real Estate
3306,LOPE,Grand Canyon Education Inc. Common Stock,Consumer Discretionary,Service to the Health Industry
3307,LOTZ,CarLotz Inc. Class A Common Stock,Consumer Discretionary,Other Specialty Stores
3309,LOVE,The Lovesac Company Common Stock,,
3310,LOW,Lowe's Companies Inc. Common Stock,Consumer Discretionary,RETAIL: Building Materials
3311,LPCN,Lipocine Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3312,LPI,Laredo Petroleum Inc. Common Stock,Energy,Oil & Gas Production
3313,LPLA,LPL Financial Holdings Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
3314,LPRO,Open Lending Corporation Class A Common Stock,Finance,Finance: Consumer Services
3315,LPSN,LivePerson Inc. Common Stock,Technology,EDP Services
3316,LPTH,LightPath Technologies Inc. Class A Common Stock,Technology,Electronic Components
3317,LPTX,Leap Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
3318,LPX,Louisiana-Pacific Corporation Common Stock,,
3319,LQDA,Liquidia Corporation Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
3320,LQDT,Liquidity Services Inc. Common Stock,Consumer Discretionary,Catalog/Specialty Distribution
3321,LRCX,Lam Research Corporation Common Stock,Technology,Industrial Machinery/Components
3322,LRFC,Logan Ridge Finance Corporation Common Stock,Finance,Trusts Except Educational Religious and Charitable
3323,LRMR,Larimar Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3324,LRN,Stride Inc. Common Stock,Consumer Discretionary,Other Consumer Services
3325,LSBK,Lake Shore Bancorp Inc. Common Stock,Finance,Savings Institutions
3326,LSCC,Lattice Semiconductor Corporation Common Stock,Technology,Semiconductors
3327,LSEA,Landsea Homes Corporation Common Stock,,
3329,LSI,Life Storage Inc. Common Stock,Real Estate,Real Estate Investment Trusts
3330,LSPR,Larkspur Health Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
3333,LSTA,Lisata Therapeutics Inc. Common Stock,Health Care,Managed Health Care
3334,LSTR,Landstar System Inc. Common Stock,Industrials,Trucking Freight/Courier Services
3335,LSXMA,Liberty Media Corporation Series A Liberty SiriusXM Common Stock,Consumer Discretionary,Broadcasting
3336,LSXMB,Liberty Media Corporation Series B Liberty SiriusXM Common Stock,Consumer Discretionary,Broadcasting
3337,LSXMK,Liberty Media Corporation Series C Liberty SiriusXM Common Stock,Consumer Discretionary,Broadcasting
3338,LTBR,Lightbridge Corporation Common Stock,Consumer Discretionary,Business Services
3339,LTC,LTC Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts
3340,LTCH,Latch Inc. Common Stock,Technology,EDP Services
3342,LTHM,Livent Corporation Common Stock,Industrials,Industrial Specialties
3343,LTRN,Lantern Pharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3344,LTRPA,Liberty TripAdvisor Holdings Inc. Series A Common Stock,Technology,Interactive Media
3345,LTRPB,Liberty TripAdvisor Holdings Inc. Series B Common Stock,Technology,Interactive Media
3346,LTRX,Lantronix Inc. Common Stock,Telecommunications,Telecommunications Equipment
3347,LTRY,Lottery.com Inc. Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
3349,LUCD,Lucid Diagnostics Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
3350,LUCY,Innovative Eyewear Inc. Common Stock,Health Care,Ophthalmic Goods
3352,LUMN,Lumen Technologies Inc. Common Stock,Telecommunications,Telecommunications Equipment
3353,LUMO,Lumos Pharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3354,LUNA,Luna Innovations Incorporated Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
3355,LUNG,Pulmonx Corporation Common Stock,Health Care,Industrial Specialties
3356,LUV,Southwest Airlines Company Common Stock,Consumer Discretionary,Air Freight/Delivery Services
3357,LUXH,LuxUrban Hotels Inc. Common Stock,,
3358,LVAC,LAVA Medtech Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
3359,LVLU,Lulu's Fashion Lounge Holdings Inc. Common Stock,Consumer Discretionary,Apparel
