...1,Symbol,Name,Sector,Sector_NDAQ,Industry,Industry_NDAQ,Description,Exchange,LatestQuarter,MarketCapitalization,BookValue,DividendYield,DividendPerShare,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY
1594,HBNC,Horizon Bancorp,FINANCE,Finance,"NATIONAL COMMERCIAL BANKS",Major Banks,"Horizon Bancorp, Inc. is the banking holding company for Horizon Bank providing a range of commercial and retail banking services. The company is headquartered in Michigan City, Indiana.","NASDAQ",2022-09-30,693732000,14.8,0.0402,0.62,2.14,5.83,0.369,0.414,0.0123,0.138,253951000,238365000,0.051,0.058
1595,HBT,Hbt Financial Inc,FINANCE,Finance,STATE COMMERCIAL BANKS,Commercial Banks,"HBT Financial, Inc. is the banking holding company for Heartland Bank and Trust Company and State Bank of Lincoln offering commercial, commercial and retail banking products and services to individuals, businesses and municipal entities. The company is headquartered in Bloomington, Illinois.","NASDAQ",2022-09-30,591729000,12.49,0.0328,0.63,1.95,6,0.328,0.464,0.014,0.154,173628000,167808000,0.08,0.109
1596,HCA,HCA Holdings Inc,LIFE SCIENCES,Health Care,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC",Hospital/Nursing Management,"HCA Healthcare is an American for-profit operator of health care facilities that was founded in 1968. It is based in Nashville, Tennessee, and, as of May 2020, owns and operates 186 hospitals and approximately 2,000 sites of care, including surgery centers, freestanding emergency rooms, urgent care centers and physician clinics in 21 states and the United Kingdom.",NYSE,2022-09-30,67577844000,0.74,0.0095,2.16,17.7,186,0.0899,0.151,0.112,0.118,59799998000,22492000000,-0.441,-0.02
1598,HCAT,Health Catalyst Inc,TECHNOLOGY,Health Care,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",Managed Health Care,"Health Catalyst, Inc. provides data and analytics technology and services to healthcare organizations. The company is headquartered in South Jordan, Utah.","NASDAQ",2022-09-30,583646000,8.12,0,0,-3.079,5.1,-0.554,-0.462,-0.0967,-0.304,271790000,117760000,0,0.107
1599,HCC,Warrior Met Coal Inc,ENERGY & TRANSPORTATION,NA,BITUMINOUS COAL & LIGNITE MINING,NA,"Warrior Met Coal, Inc. produces and exports non-thermal metallurgical coal for the steel industry. The company is headquartered in Brookwood, Alabama.",NYSE,2022-09-30,1898785000,26.09,0.007,0.23,13.16,35.06,0.376,0.495,0.341,24,1809533000,476035000,1.568,0.927
1600,HCCI,Heritage-Crystal Clean Inc,ENERGY & TRANSPORTATION,Utilities,SANITARY SERVICES,Water Supply,"Heritage-Crystal Clean, Inc., through its subsidiary, Heritage-Crystal Clean, LLC, provides parts cleaning, hazardous and non-hazardous waste, and used oil collection services to small and medium-sized customers in the industrial and maintenance sectors. of vehicles in the United States and Canada. The company is headquartered in Elgin, Illinois.","NASDAQ",2022-07-31,771498000,17.03,0,0,3.14,27.13,0.118,0.164,0.103,0.208,637733000,162538000,0.241,0.398
1601,HCDI,Harbor Custom Development Inc,REAL ESTATE & CONSTRUCTION,Real Estate,OPERATIVE BUILDERS,Building operators,"Harbor Custom Development, Inc. is engaged in the real estate development business in the Puget Sound region of western Washington. The company is headquartered in Gig Harbor, Washington.","NASDAQ",2022-09-30,8625800,1.752,0,0,0.33,5.51,-0.0084,0.005,0.0014,-0.0086,76952000,21933300,0,-0.348
1602,HCI,HCI Group Inc,FINANCE,Finance,"FIRE, MARINE & CASUALTY INSURANCE",Property-Casualty Insurers,"HCI Group, Inc. is engaged in the property and casualty insurance, reinsurance, real estate and information technology businesses in Florida. The company is headquartered in Tampa, Florida.",NYSE,2022-09-30,331539000,19.52,0.0435,1.6,-0.551,54.27,-0.122,-0.127,-0.0243,-0.173,491940000,86658000,-0.88,0.277
1605,HCKT,The Hackett Group Inc,TRADE & SERVICES,Technology,SERVICES-MANAGEMENT CONSULTING SERVICES,Retail: Computer Software & Peripheral Equipment,"The Hackett Group, Inc. is a technology consulting and strategic advisory firm primarily in North America and internationally. The company is headquartered in Miami, Florida.","NASDAQ",2022-09-30,735829000,5.18,0.0193,0.43,1.47,9.32,0.164,0.182,0.152,0.305,290647000,106080000,0.28,-0.006
1607,HCP,Hashicorp Inc,TECHNOLOGY,Technology,SERVICES-COMPUTER PROGRAMMING SERVICES,EDP Services,"Healthpeak Properties, Inc. is a fully integrated real estate investment trust (REIT) and an S&P 500 company.","NASDAQ",2022-07-31,5116214000,6.6,0,0,-3.133,2.765,-1,-1.004,-0.248,-0.566,393504000,258529000,0,0.516
1608,HCSG,Healthcare Services Group Inc,LIFE SCIENCES,Health Care,SERVICES-NURSING & PERSONAL CARE FACILITIES,Assisted Living Services,"Healthcare Services Group, Inc. provides management, administrative, and operational services to the cleaning, laundry, bedding, facility maintenance, and dietary services departments of nursing homes, retirement complexes, rehabilitation centers, and hospitals in the United States. . The company is headquartered in Bensalem, Pennsylvania.","NASDAQ",2022-09-30,1023155000,5.7,0.0636,0.853,0.28,22.69,0.0122,0.0206,0.0287,0.0456,1686603000,226877000,-0.966,-0.003
1609,HCTI,Healthcare Triangle Inc,TECHNOLOGY,Technology,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,Retail: Computer Software & Peripheral Equipment,"Healthcare Triangle, Inc. is a healthcare information technology company. The company is headquartered in Pleasanton, California.","NASDAQ",2022-09-30,9534200,0.445,0,0,-0.231,1.258,-0.187,-0.205,-0.31,-0.808,43782700,10521300,0,0.479
1611,HCWB,HCW Biologics Inc,LIFE SCIENCES,Health Care,PHARMACEUTICAL PREPARATIONS,Biotechnology: Pharmaceutical Preparations,NA,"NASDAQ",2022-09-30,79276000,1.187,0,0,-0.438,0.15,-1,-2.328,-0.145,-0.262,5380600,4099800,0,0
1612,HD,Home Depot Inc,TRADE & SERVICES,Consumer Discretionary,RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS,RETAIL: Building Materials,"The Home Depot, Inc., commonly known as Home Depot, is the largest home improvement retailer in the United States, supplying tools, construction products, and services. The company is headquartered in incorporated Cobb County, Georgia, with an Atlanta mailing address.",NYSE,2022-10-31,334282800000,1.273,0.0241,7.6,16.59,153.04,0.109,0.155,0.203,24,157291004000,50832000000,0.082,0.056
1613,HDSN,Hudson Technologies Inc,TRADE & SERVICES,Industrials,"WHOLESALE-MACHINERY, EQUIPMENT & SUPPLIES",Specialty Chemicals,"Hudson Technologies, Inc., a refrigerant services company, provides solutions to recurring problems within the refrigeration industry primarily in the United States. The company is headquartered in Pearl River, New York.","NASDAQ",2022-09-30,514767000,3.784,0,0,2.15,7.05,0.333,0.424,0.346,0.883,315556000,71664000,0.824,0.476
1614,HE,Hawaiian Electric Industries Inc,ENERGY & TRANSPORTATION,Utilities,ELECTRIC SERVICES,Power Generation,"Hawaiian Electric Industries, Inc. is engaged in the renewable / sustainable infrastructure, banking and electricity utility investment businesses in the State of Hawaii. The company is headquartered in Honolulu, Hawaii.",NYSE,2022-09-30,4497045000,19.76,0.0343,1.39,2.174,31.93,0.0682,0.109,0.0149,10.48,3493144000,673044000,-0.022,0.377
1615,HEAR,Turtle Beach Corp,MANUFACTURING,Consumer Staples,"COMMUNICATIONS EQUIPMENT, NEC",Consumer Electronics/Appliances,"Turtle Beach Corporation is an audio technology company. The company is headquartered in San Diego, California.","NASDAQ",2022-09-30,170845000,6.6,0,0,0.08,15.22,-0.128,-0.122,-0.0837,-0.262,248696000,128383000,-0.73,-0.399
1616,HEES,H&E Equipment Services Inc,TRADE & SERVICES,Consumer Discretionary,SERVICES-MISCELLANEOUS EQUIPMENT RENTAL & LEASING,Engineering & Construction,"H&E Equipment Services, Inc. is an integrated equipment services company. The company is headquartered in Baton Rouge, Louisiana.","NASDAQ",2022-09-30,1556981000,10.01,0.0269,1.1,2.85,32.23,0.114,0.161,0.0551,0.338,1172653000,415363000,0.293,0.177
1617,HEI,Heico Corporation,MANUFACTURING,Industrials,AIRCRAFT ENGINES & ENGINE PARTS,Military/Government/Technical,"HEICO Corporation designs, manufactures, and sells aerospace, defense, and electronic products and services in the United States and internationally. The company is headquartered in Hollywood, Florida.",NYSE,2022-07-31,19486314000,18.03,0.0011,0.18,2.48,15.53,0.162,0.219,0.0795,0.143,2108106000,727423000,0.071,0.207
1618,HEP,Holly Energy Partners LP,ENERGY & TRANSPORTATION,NA,PIPE LINES (NO NATURAL GAS),NA,"Holly Energy Partners, LP owns and operates petroleum products and pipelines, storage tanks, distribution terminals, loading facilities, and refinery processing units that support refining and trading operations in Texas, New Mexico, Utah, Nevada, Oklahoma, Wyoming, Kansas. , Idaho and Washington. The company is headquartered in Dallas, Texas.",NYSE,2022-09-30,2459258000,6.61,0.0763,1.4,1.65,4.473,0.37,0.408,0.0542,0.26,523463000,323971000,-0.287,0.216
1620,HES,Hess Corporation,ENERGY & TRANSPORTATION,Energy,PETROLEUM REFINING,Oil & Gas Production,Hess Corporation (formerly Amerada Hess Corporation) is an American global independent energy company involved in the exploration and production of crude oil and natural gas.,NYSE,2022-09-30,44402590000,24.65,0.0106,1.375,6.01,33.88,0.178,0.354,0.113,24,10455000000,5267000000,3.514,0.776
1621,HFBL,Home Federal Bancorp Louisiana,FINANCE,Finance,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",Savings Institutions,"Home Federal Bancorp, Inc. of Louisiana is the parent company of Home Federal Bank, a federally licensed savings bank that provides financial services to individuals, corporate entities, and other organizations in the Shreveport-Bossier City metropolitan area. The company is headquartered in Shreveport, Louisiana.","NASDAQ",2022-09-30,57847000,15.8,0.027,0.42,1.62,6.43,0.251,0.297,0.009,0.103,20690000,20497000,0.368,0.037
1622,HFFG,Hf Foods Group Inc,TRADE & SERVICES,Consumer Discretionary,WHOLESALE-GROCERIES & RELATED PRODUCTS,Food Distributors,"HF Foods Group Inc. is a food service distributor for Asian restaurants located in the southeastern, Pacific and mountain regions of the western United States. The company is headquartered in City of Industry, California.","NASDAQ",2021-09-30,241142000,5.2,0,0,0.26,13.77,0.0204,0.0324,0.0288,0.0569,715019000,100292000,-0.047,0.54
1623,HFWA,Heritage Financial Corporation,FINANCE,Finance,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",Banks,"Heritage Financial Corporation is the banking holding company for Heritage Bank providing various financial services to small and medium-sized businesses and individuals in the United States. The company is headquartered in Olympia, Washington.","NASDAQ",2022-09-30,1140184000,22.13,0.0259,0.84,2.22,6.95,0.323,0.409,0.0109,0.0969,243905000,269776000,0.021,0.032
1624,HGBL,Heritage Global Inc,TRADE & SERVICES,Finance,"SERVICES-BUSINESS SERVICES, NEC",Investment Bankers/Brokers/Service,"Heritage Global, Inc. is an asset services company with a focus on financial and industrial asset transactions. The company is headquartered in San Diego, California.","NASDAQ",2022-09-30,87899000,1.041,0,0,0.16,1.128,0.16,0.083,0.042,0.186,40607000,18364000,5,1.113
1625,HGEN,Humanigen Inc,LIFE SCIENCES,Health Care,PHARMACEUTICAL PREPARATIONS,Biotechnology: Pharmaceutical Preparations,"Humanigen, Inc., a clinical-stage biopharmaceutical company, develops a portfolio of immuno-oncologic and immunologic monoclonal antibodies in the United States. The company is headquartered in Burlingame, California.","NASDAQ",2022-09-30,17635700,0.317,0,0,-3.114,0.044,0,-3,-1,-8,3330000,-209520000,0,-0.787
1626,HHC,Howard Hughes Corporation,REAL ESTATE & CONSTRUCTION,Real Estate,REAL ESTATE INVESTMENT TRUSTS,Building operators,"Howard Hughes Corporation owns, manages and develops operating commercial, residential and hotel properties in the United States. The company is headquartered in Dallas, Texas.",NYSE,2022-09-30,3769015000,60,0,0,4.66,37.9,0.127,0.227,0.0288,0.0669,1932159000,565718000,10,1.918
1627,HHS,Harte Hanks Inc,TRADE & SERVICES,Consumer Discretionary,SERVICES-DIRECT MAIL ADVERTISING SERVICES,Advertising,"Harte Hanks, Inc. is a customer experience company in the United States and internationally. The company is headquartered in Chelmsford, Massachusetts.","NASDAQ",2022-09-30,79904000,0,0,0,2.11,28.95,0.0822,0.0735,0.0836,0,203486000,33054000,0.576,0.086
1628,HI,Hillenbrand Inc,MANUFACTURING,Consumer Discretionary,MISCELLANEOUS MANUFACTURING INDUSTRIES,Consumer Specialties,"Hillenbrand, Inc. is a diversified industrial company in the United States and internationally. The company is headquartered in Batesville, Indiana.",NYSE,2022-09-30,3655462000,15.72,0.0179,0.87,2.89,41.02,0.071,0.141,0.0658,0.184,2940900000,957200000,0.1,-0.007
1629,HIBB,Hibbett Sports Inc,TRADE & SERVICES,Consumer Discretionary,RETAIL-MISCELLANEOUS SHOPPING GOODS STORES,Apparel,"Hibbett Sports, Inc., is a retailer of athletic-inspired fashion products. The company is headquartered in Birmingham, Alabama.","NASDAQ",2022-08-31,867754000,25.14,0.0148,1,7.99,116.89,0.0676,0.0817,0.0956,0.296,1581924000,646407000,-0.35,-0.063
1630,HIFS,Hingham Institution for Savings,TECHNOLOGY,Finance,GENERAL,Major Banks,"Hingham Institution for Savings offers a variety of financial products and services to individuals and businesses in the United States. The company is headquartered in Hingham, Massachusetts.","NASDAQ",2022-09-30,619098000,60,0.0092,2.32,19.16,40.17,0.49,0.726,0.0117,0.118,86097000,114745000,-0.25,-0.119
1631,HIG,Hartford Financial Services Group,FINANCE,Finance,"FIRE, MARINE & CASUALTY INSURANCE",Property-Casualty Insurers,"The Hartford Financial Services Group, Inc., usually known as The Hartford, is a United States-based investment and insurance company.",NYSE,2022-09-30,24124627000,39.5,0.0226,1.54,5.73,67.03,0.0883,0.121,0.0226,0.127,22134999000,7940000000,-0.25,-0.017
1632,HII,Huntington Ingalls Industries Inc,MANUFACTURING,Industrials,SHIP & BOAT BUILDING & REPAIRING,Metal Fabrications,Huntington Ingalls Industries (HII) is the largest military shipbuilding company in the United States as well as a provider of professional services to partners in government and industry.,NYSE,2022-09-30,9603974000,60,0.0217,4.72,14.35,186,0.0546,0.0752,0.0472,0.22,10541000000,1368000000,-0.057,0.123
1634,HIL,Hill International Inc,TRADE & SERVICES,Consumer Discretionary,SERVICES-ENGINEERING SERVICES,Military/Government/Technical,"Hill International, Inc. provides construction and project management and other consulting services primarily for the building, transportation, environmental, energy and industrial markets. The company is headquartered in Philadelphia, Pennsylvania.",NYSE,2022-09-30,192383000,1.708,0,0,-0.038,5.76,-0.0065,0.0405,0.0291,-2.113,332197000,51333000,-0.464,0.105
1636,HIPO,Hippo Holdings Inc,FINANCE,NA,"FIRE, MARINE & CASUALTY INSURANCE",NA,NA,NYSE,2022-09-30,333021000,27.54,0,0,20,5.13,-1,-2.37,-0.104,-0.422,116000000,6800000,0,0.441
1637,HIW,Highwoods Properties Inc,REAL ESTATE & CONSTRUCTION,Real Estate,REAL ESTATE INVESTMENT TRUSTS,Real Estate Investment Trusts,"Highwoods Properties, Inc., based in Raleigh, is a publicly traded (NYSE: HIW) real estate investment trust (?",NYSE,2022-09-30,3086499000,23.53,0.0695,2,2.422,7.83,0.312,0.296,0.0261,10.52,821837000,533518000,-0.474,0.058
1638,HL,Hecla Mining Company,ENERGY & TRANSPORTATION,Basic Materials,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),Precious Metals,"Hecla Mining Company discovers, acquires, develops and produces precious and base metal properties in the United States and internationally. The company is headquartered in Coeur d'Alene, Idaho.",NYSE,2022-09-30,3467870000,3.282,0.0043,0.022,0.03,1.307,-0.0296,0.0737,0.0117,-0.0114,709158000,389594000,-0.813,-0.244
1640,HLI,Houlihan Lokey Inc,FINANCE,Finance,INVESTMENT ADVICE,Investment Managers,"Houlihan Lokey, Inc., an investment banking firm, provides valuation and financial advisory services, capital markets, mergers and acquisitions (M&A) globally. The company is headquartered in Los Angeles, California.",NYSE,2022-09-30,6752014000,21.07,0.022,1.92,5.41,35.48,0.163,0.229,0.152,24,2267894000,2205423000,-0.473,-0.089
1641,HLIO,Helios Technologies Inc,MANUFACTURING,Industrials,MISCELLANEOUS FABRICATED METAL PRODUCTS,Fluid Controls,"Helios Technologies, Inc. develops, manufactures and sells solutions for the electronics and hydraulics markets in the Americas, Europe, the Middle East, Africa and Asia Pacific. The company is headquartered in Sarasota, Florida.",NYSE,2022-09-30,1746005000,23.09,0.0066,0.36,3.2,27.94,0.115,0.17,0.0678,0.145,907106000,313363000,-0.263,-0.072
1642,HLIT,Harmonic Inc,MANUFACTURING,Technology,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,Radio And Television Broadcasting And Communications Equipment,"Harmonic Inc. provides global video delivery software, products, system solutions and services. The company is headquartered in San Jose, California.","NASDAQ",2022-09-30,1584703000,2.852,0,0,0.39,5.92,0.068,0.0758,0.0435,0.146,616427000,260313000,7,0.233
1643,HLMN,Hillman Solutions Corp,REAL ESTATE & CONSTRUCTION,Industrials,BLANK CHECKS,Industrial Specialties,NA,"NASDAQ",2022-09-30,1672494000,6,0,0,0.09,7.68,0.0027,0.0669,0.024,0.0036,1480156000,598436000,0,0.039
1644,HLNE,Hamilton Lane Inc,FINANCE,Finance,INVESTMENT ADVICE,Investment Managers,"Hamilton Lane Incorporated is an investment firm specializing in fund and direct investments. The company is headquartered in Conshohocken, Pennsylvania with additional offices across Europe, North America, and Asia.","NASDAQ",2022-09-30,3863988000,10.32,0.022,1.5,3.67,13.03,0.278,0.456,0.105,0.313,481495000,238754000,-0.313,0.592
1645,HLTH,Cue Health Inc,LIFE SCIENCES,Technology,LABORATORY ANALYTICAL INSTRUMENTS,Computer Software: Prepackaged Software,"Nobilis Health Corp. The company is headquartered in Houston, Texas.","NASDAQ",2022-09-30,455768000,3.955,0,0,0.21,3.621,-0.242,-0.268,-0.101,-0.206,529205000,298736000,-0.774,-0.689
1647,HLX,Helix Energy Solutions Group Inc,ENERGY & TRANSPORTATION,Energy,"OIL & GAS FIELD SERVICES, NEC",Oilfield Services/Equipment,"Helix Energy Solutions Group, Inc., an offshore energy services company, provides specialized services to the offshore energy industry primarily in the regions of Brazil, the Gulf of Mexico, the North Sea, Asia Pacific and Africa. Western. The company is headquartered in Houston, Texas.",NYSE,2022-09-30,992909000,9.76,0,0,-0.671,4.994,-0.154,-0.0817,-0.0164,-0.0739,753940000,15393000,-0.496,0.508
1648,HMN,Horace Mann Educators Corporation,FINANCE,Finance,"FIRE, MARINE & CASUALTY INSURANCE",Property-Casualty Insurers,"Horace Mann Educators Corporation, is a multi-line insurance company in the United States. The company is headquartered in Springfield, Illinois.",NYSE,2022-09-30,1556180000,26.32,0.0338,1.27,1.34,32.73,0.0412,0.0606,0.0038,0.0393,1367500000,453300000,-0.15,0.041
1649,HMNF,HMN Financial Inc,FINANCE,Finance,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",Savings Institutions,"HMN Financial, Inc. is a bank holding company for Home Federal Savings Bank offering various retail banking products and services. The company is headquartered in Rochester, Minnesota.","NASDAQ",2022-09-30,101315000,20.75,0.0107,0.18,1.73,9,0.193,0.271,0.0073,0.0762,39370000,46590000,-0.481,-0.185
1650,HMPT,Home Point Capital Inc,FINANCE,Finance,MORTGAGE BANKERS & LOAN CORRESPONDENTS,Finance: Consumer Services,"Home Point Capital Inc. is a residential mortgage originator and service provider. The company is headquartered in Ann Arbor, Michigan.","NASDAQ",2022-09-30,202063000,4.619,0.0432,0.08,0.37,3.977,-0.195,0.0714,0.0041,-0.153,552211000,1007755000,-0.925,-0.892
1651,HMST,HomeStreet Inc,FINANCE,Finance,STATE COMMERCIAL BANKS,Banks,"HomeStreet, Inc. is the banking holding company for HomeStreet Bank, a state-licensed commercial bank that provides commercial and consumer banking services primarily in the western United States. The company is headquartered in Seattle, Washington.","NASDAQ",2022-09-30,499893000,29.53,0.0512,1.3,4.46,16.58,0.273,0.353,0.0106,0.139,320217000,362032000,-0.176,-0.12
1652,HNI,HNI Corp,MANUFACTURING,Consumer Discretionary,OFFICE FURNITURE (NO WOOD),Office Equipment/Supplies/Services,"HNI Corporation manufactures and sells workplace furniture and residential construction products in the United States, Canada, China, Hong Kong, India, Mexico, Dubai, Taiwan, and Singapore. The company is headquartered in Muscatine, Iowa.",NYSE,2022-09-30,1213613000,14.65,0.0447,1.26,2.741,56.92,0.0483,0.0427,0.0421,18.75,2395808000,757360000,2.512,0.021
1653,HNNA,Hennessy Ad,FINANCE,Finance,INVESTMENT ADVICE,Investment Managers,"Hennessy Advisors, Inc. is a publicly owned investment manager. The company is headquartered in Novato, California with additional offices in Boston, Massachusetts and Chapel Hill, North Carolina.","NASDAQ",2022-06-30,66591000,11.49,0.0645,0.552,0.9,4.252,0.215,0.336,0.055,0.081,31698000,15865000,-0.433,-0.19
1654,HNRG,Hallador Energy Company,ENERGY & TRANSPORTATION,Energy,BITUMINOUS COAL & LIGNITE MINING,Coal Mining,"Hallador Energy Company is engaged in the production of steam coal in the Illinois Basin for the electric power generation industry. The company is headquartered in Terre Haute, Indiana.","NASDAQ",2022-09-30,333784000,5.58,0.198,0,-0.417,8.76,-0.0714,-0.0214,-0.0099,-0.104,275431000,48826000,-0.812,0.066
1655,HNST,Honest Company Inc,TRADE & SERVICES,Consumer Discretionary,RETAIL-CATALOG & MAIL-ORDER HOUSES,Department/Specialty Retail Stores,"The Honest Company, Inc. manufactures and sells baby, beauty and personal care products. The company is headquartered in Los Angeles, California.","NASDAQ",2022-09-30,278945000,1.675,0,0,-0.477,3.399,-0.146,-0.185,-0.138,-0.272,312173000,109172000,0,0.023
1656,HNVR,Hanover Bancorp Inc,FINANCE,Finance,STATE COMMERCIAL BANKS,Commercial Banks,"Hanover Bancorp, Inc. is the banking holding company for Hanover Community Bank that provides banking products and services to small and medium-sized businesses, municipalities and individuals in the New York metropolitan area. The company is headquartered in Mineola, New York.","NASDAQ",2022-09-30,149356000,23.69,0.0199,0.2,3.67,10.42,0.359,0.468,0.0142,0.16,65676000,65676000,-0.369,-0.046
1657,HOFT,Hooker Furniture Corporation,MANUFACTURING,Consumer Discretionary,HOUSEHOLD FURNITURE,Home Furnishings,"Hooker Furniture Corporation designs, manufactures, imports and markets home, hospitality and contract furniture. The company is headquartered in Martinsville, Virginia.","NASDAQ",2022-07-31,200234000,22.26,0.0476,0.78,0.3,47.9,0.0062,0.0063,0.0058,0.0132,568456000,101702000,-0.259,-0.059
1658,HOFV,Hall of Fame Resort Entertainment Co,TRADE & SERVICES,Consumer Discretionary,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,Movies/Entertainment,"Hall of Fame Resort & Entertainment Company, a resort and entertainment company, operating as the Pro Football Hall of Fame. The company is headquartered in Canton, Ohio.","NASDAQ",2022-09-30,74966000,1.701,0,0,0.1,0.152,-1,-2.254,-0.0615,-0.0928,16465600,-20300880,0,1.488
1659,HOG,Harley-Davidson Inc,MANUFACTURING,Consumer Discretionary,"MOTORCYCLES, BICYCLES & PARTS",Motor Vehicles,"Harley-Davidson, Inc. manufactures and sells custom, cruiser and touring motorcycles. The company is headquartered in Milwaukee, Wisconsin.",NYSE,2022-09-30,6965668000,19.43,0.0134,0.623,4.81,37.53,0.128,0.167,0.0508,0.279,5629281000,1708696000,0.695,0.207
1660,HOLX,Hologic Inc,LIFE SCIENCES,Health Care,X-RAY APPARATUS & TUBES & RELATED IRRADIATION APPARATUS,Medical Electronics,"Hologic, Inc. is a medical technology company primarily focused on women's health; it sells medical devices for diagnostics, surgery, and medical imaging.","NASDAQ",2022-09-30,18806301000,19.73,0,0,5.06,19.33,0.268,0.339,0.115,0.286,4862800000,3310500000,-0.628,-0.276
1661,HOMB,Home BancShares Inc,FINANCE,Finance,STATE COMMERCIAL BANKS,Major Banks,"Home Bancshares, Inc. (Conway, AR) is the banking holding company of Centennial Bank offering commercial and retail banking and related financial services to real estate companies, developers and investors, individuals and municipalities. The company is headquartered in Conway, Arkansas.",NYSE,2022-09-30,5174745000,16.94,0.0265,0.635,1.44,4.191,0.34,0.505,0.0129,0.0849,773860000,715292000,0.16,0.475
1662,HON,Honeywell International Inc,MANUFACTURING,Industrials,AIRCRAFT ENGINES & ENGINE PARTS,Consumer Electronics/Appliances,"Honeywell International Inc. is an American publicly traded, multinational conglomerate headquartered in Charlotte, North Carolina. It primarily operates in four areas of business: aerospace, building technologies, performance materials and technologies (PMT), and safety and productivity solutions (SPS).","NASDAQ",2022-09-30,147292307000,26.34,0.019,3.92,7.81,51.26,0.154,0.209,0.0734,0.296,34937000000,10998000000,0.267,0.056
1663,HONE,HarborOne Bancorp Inc,FINANCE,Finance,STATE COMMERCIAL BANKS,Major Banks,"HarborOne Bancorp, Inc. is the holding company of HarborOne Bank providing financial services to individuals, families, small and medium-sized businesses and municipalities. The company is headquartered in Brockton, Massachusetts.","NASDAQ",2022-09-30,727498000,13.29,0.0195,0.26,1.06,4.395,0.233,0.322,0.0102,0.0753,208239000,239314000,0.25,-0.063
1664,HOOD,Robinhood Markets Inc,FINANCE,Technology,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",Computer Software: Prepackaged Software,NA,"NASDAQ",2022-09-30,8348393000,7.86,0,0,-4.043,1.538,-0.958,-0.946,-0.0585,-0.179,1341143000,1289671000,0,-0.011
1665,HOOK,Hookipa Pharma Inc,LIFE SCIENCES,Health Care,PHARMACEUTICAL PREPARATIONS,Biotechnology: Pharmaceutical Preparations,"HOOKIPA Pharma Inc., a clinical-stage biopharmaceutical company, develops immunotherapeutics targeting infectious diseases and cancers based on its proprietary arenavirus platform. The company is headquartered in New York, New York.","NASDAQ",2022-09-30,53628000,2.072,0,0,-2.128,0.185,0,-3,-0.347,-0.667,10316000,-64405000,0,-0.424
1666,HOPE,Hope Bancorp Inc,FINANCE,Finance,"NATIONAL COMMERCIAL BANKS",Major Banks,"Hope Bancorp, Inc. is the bank holding company for Bank of Hope providing banking services for small and medium-sized businesses and individuals in the United States. The company is headquartered in Los Angeles, California.","NASDAQ",2022-09-30,1630929000,16.54,0.0417,0.56,1.81,5.09,0.357,0.513,0.0118,0.108,610702000,568564000,0,0.043
1668,HOUR,Hour Loop Inc,TRADE & SERVICES,Miscellaneous,RETAIL-CATALOG & MAIL-ORDER HOUSES,Diversified Commercial Services,"Hour Loop, Inc, an online retailer, is engaged in e-commerce retailing in the United States. The company is headquartered in Redmond, Washington.","NASDAQ",2022-09-30,106880000,0.214,0,0,0.05,2.203,0.0224,0.0295,0.0785,0.446,76112000,34808600,-0.493,0.684
1669,HOUS,Anywhere Real Estate Inc,REAL ESTATE & CONSTRUCTION,Finance,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),Real Estate,NA,NYSE,2022-09-30,914202000,20.21,0,0,1.86,65.36,0.0282,0.0528,0.0351,0.1,7559000000,3230000000,-0.495,-0.173
1670,HOV,Hovnanian Enterprises Inc,REAL ESTATE & CONSTRUCTION,Consumer Discretionary,OPERATIVE BUILDERS,Homebuilding,"Hovnanian Enterprises, Inc. is dedicated to the design, construction, marketing and sales of residential homes in the United States. The company is headquartered in Matawan, New Jersey.",NYSE,2022-07-31,282006000,31.77,0,0,20,186,0.078,0.12,0.0884,0.968,2849791000,544432000,0.609,0.111
1671,HOWL,Werewolf Therapeutics Inc,LIFE SCIENCES,Health Care,PHARMACEUTICAL PREPARATIONS,Biotechnology: Pharmaceutical Preparations,"Werewolf Therapeutics, Inc., a biopharmaceutical company, develops therapies designed to boost the body's immune system for the treatment of cancer. The company is headquartered in Cambridge, Massachusetts.","NASDAQ",2022-09-30,54418000,4.26,0,0,4.8,0.325,0,-3,-0.216,-0.398,9118000,0,0,0
